Date,Store,Item,Price_Value,Price_Text,Valid_From,Valid_Until,price_basis,unit_price,unit_type,ai_normalized_name,ai_category,ai_sub_category
2026-04-16 00:00:00,No Frills,"BLACKBERRIES or AVOCADOS, PKG OF 5 OR 6",3.99,,2026-04-16,2026-04-23,each,,,Blackberries,Produce,
2026-04-16 00:00:00,No Frills,"MADEGOOD GRANOLA BARS, COOKIES, MINI'S, CRISPY SQUARES or CRUNCHY SQUARES, 110-150 g",3.0,,2026-04-16,2026-04-23,each,20.0,$/kg,Granola Bars,Snacks,
2026-04-16 00:00:00,No Frills,ST. LOUIS PORK SIDE RIBS,5.5,,2026-04-16,2026-04-23,each,,,Pork Side Ribs,Pork,
2026-04-16 00:00:00,No Frills,QUAKER CEREAL 350-500 g or HARVEST CRUNCH 400-510 g,4.0,,2026-04-16,2026-04-23,each,8.0,$/kg,Cereal,Pantry,
2026-04-16 00:00:00,No Frills,BUNCHED SPINACH,2.49,,2026-04-16,2026-04-23,each,,,Spinach,Produce,
2026-04-16 00:00:00,No Frills,PC® VEGETABLES 350-750 G OR CATCH OF THE DAY FISH FILLETS 350 G,4.5,,2026-04-16,2026-04-23,each,6.0,$/kg,Vegetables,Frozen,
2026-04-16 00:00:00,No Frills,TOSTITOS TORTILLA 215-295 g or RUFFLES POTATO 180-200 g CHIPS,4.0,,2026-04-16,2026-04-23,each,13.56,$/kg,Tortilla Chips,Snacks,
2026-04-16 00:00:00,No Frills,"NANAK PANEER, 341 g",4.5,,2026-04-16,2026-04-23,each,13.2,$/kg,Paneer,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,"CRACKER BARREL CHEESE SHREDS, 320 g",7.0,,2026-04-16,2026-04-23,each,21.88,$/kg,Cheese Shreds,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,DISNEY STICKER PACK,5.0,,2026-04-16,2026-04-23,each,,,Sticker Pack,Other,
2026-04-16 00:00:00,No Frills,"SANPELLEGRINO NATURALI SPARKLING FRUIT BEVERAGES, 6x330 mL",6.5,,2026-04-16,2026-04-23,each,3.28,$/L,Sparkling Fruit Beverages,Beverages,
2026-04-16 00:00:00,No Frills,"SEAQUEST® RAW or COOKED WHITE SHRIMP, 36/55 per lb, 300 g",6.5,,2026-04-16,2026-04-23,each,21.67,$/kg,Shrimp,Seafood,
2026-04-16 00:00:00,No Frills,"ACTIVIA YOGURT, 8x100 g",4.5,,2026-04-16,2026-04-23,each,5.62,$/kg,Yogurt,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,"NO NAME® MARSHMALLOWS, 400 g",2.5,,2026-04-16,2026-04-23,each,6.25,$/kg,Marshmallows,Snacks,
2026-04-16 00:00:00,No Frills,GINGER ROOT or LONG EGGPLANT,1.99,,2026-04-16,2026-04-23,each,,,Ginger Root,Produce,
2026-04-16 00:00:00,No Frills,"JANE'S PUB STYLE CHICKEN STRIPS, NUGGETS, BURGERS, FRIES or POPCORN CHICKEN, 700 g",5.96,,2026-04-16,2026-04-23,each,8.51,$/kg,Chicken Strips,Frozen,
2026-04-16 00:00:00,No Frills,"DR. OETKER RISTORANTE or CASA DI MAMA PIZZA, 320-410 g",3.47,,2026-04-16,2026-04-23,each,8.46,$/kg,Pizza,Frozen,
2026-04-16 00:00:00,No Frills,BROCCOLI CROWNS,1.99,,2026-04-16,2026-04-23,each,,,Broccoli Crowns,Produce,
2026-04-16 00:00:00,No Frills,RASPBERRIES,2.49,,2026-04-16,2026-04-23,each,,,Raspberries,Produce,
2026-04-16 00:00:00,No Frills,"NIURISS MILK-BASED INFANT FORMULA, 700 g",34.99,,2026-04-16,2026-04-23,each,49.99,$/kg,Infant Formula (Milk-Based),Household & Personal,
2026-04-16 00:00:00,No Frills,DARE 100-225 g or CHRISTIE CRACKERS 180-200 g,2.0,,2026-04-16,2026-04-23,each,8.89,$/kg,Crackers,Snacks,
2026-04-16 00:00:00,No Frills,"RASPBERRIES, 6 OZ CLAMSHELL",2.49,,2026-04-16,2026-04-23,each,14.64,$/kg,Raspberries,Produce,
2026-04-16 00:00:00,No Frills,"LOU'S OR MANDARIN FRESH ENTRÉES 375-400 G, OR SWISS CHALET OR ST-HUBERT POT PIES 650-800 G",7.99,,2026-04-16,2026-04-23,each,19.97,$/kg,Fresh Entrees,Other,
2026-04-16 00:00:00,No Frills,"ROOSTER™ TOFU, 454 g",2.0,,2026-04-16,2026-04-23,each,4.41,$/kg,Tofu,Pantry,
2026-04-16 00:00:00,No Frills,ARMSTRONG or PC® SHREDDED CHEESE 250-320 g or ARMSTRONG CHEESE 400 g,4.99,,2026-04-16,2026-04-23,each,15.59,$/kg,Shredded Cheese,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,HOLIDAY LUNCHEON MEAT 340 g or MAPLE LEAF FLAKES 156 g,2.0,,2026-04-16,2026-04-23,each,5.88,$/kg,Luncheon Meat,Pork,
2026-04-16 00:00:00,No Frills,"BREYERS CLASSIC ICE CREAM 1.41 L or CHAPMAN'S CANADIAN COLLECTION or NOVELTIES, 8-28' s",4.0,,2026-04-16,2026-04-23,each,2.84,$/L,Ice Cream,Frozen,
2026-04-16 00:00:00,No Frills,CHICKEN DRUMSTICKS,2.49,,2026-04-16,2026-04-23,each,,,Chicken Drumsticks,Poultry,
2026-04-16 00:00:00,No Frills,"NO NAME® GROUND COFFEE, 907 G OR TIMOTHY'S OR KRISPY KREME PODS 30'S",15.0,,2026-04-16,2026-04-23,each,16.54,$/kg,Ground Coffee,Beverages,
2026-04-16 00:00:00,No Frills,"ALLEN'S FRUIT COCKTAIL, 1 L",1.0,,2026-04-16,2026-04-23,each,1.0,$/L,Fruit Cocktail,Pantry,
2026-04-16 00:00:00,No Frills,"FARMER'S MARKET™ ENGLISH CUCUMBERS, PKG OF 3",3.99,,2026-04-16,2026-04-23,each,,,Cucumbers (English),Produce,
2026-04-16 00:00:00,No Frills,"OLD EL PASO SHELLS OR TORTILLAS, 125-334 G",3.29,,2026-04-16,2026-04-23,each,9.85,$/kg,Tortillas,Bakery,
2026-04-16 00:00:00,No Frills,"TRE STELLE CHEESE TUB, 200/475 g",5.5,,2026-04-16,2026-04-23,each,11.58,$/kg,Cheese Tub,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,"CHRISTIE COOKIES, 251-303 g",3.0,,2026-04-16,2026-04-23,each,9.9,$/kg,Cookies,Snacks,
2026-04-16 00:00:00,No Frills,"RED or RUSSET POTATOES, 10 LB BAG",5.99,,2026-04-16,2026-04-23,each,1.32,$/kg,Potatoes,Produce,
2026-04-16 00:00:00,No Frills,"ROGERS SUGAR, 1 kg",2.79,,2026-04-16,2026-04-23,each,2.79,$/kg,Sugar,Pantry,
2026-04-16 00:00:00,No Frills,"MARCANGELO JUMBO SAUSAGE, 500/675 g",7.99,,2026-04-16,2026-04-23,each,11.84,$/kg,Sausage (Jumbo),Pork,
2026-04-16 00:00:00,No Frills,"L'ORÉAL PARIS HAIR EXPERTISE HAIR CARE, 150-375 mL",5.5,,2026-04-16,2026-04-23,each,14.67,$/L,Hair Care,Household & Personal,
2026-04-16 00:00:00,No Frills,"HELUVA GOOD! DIPS, 250 g",3.0,,2026-04-16,2026-04-23,each,12.0,$/kg,Dips,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,KELLOGG'S EGGO WAFFLES 16' s or PROTEIN 8's,5.0,,2026-04-16,2026-04-23,each,0.62,$/each,Eggo Waffles,Frozen,
2026-04-16 00:00:00,No Frills,"PAMPERS SWADDLERS, CRUISERS or BABY-DRY SUPER BIG PACK DIAPERS, 38-120' s",28.99,,2026-04-16,2026-04-23,each,,,Diapers,Household & Personal,
2026-04-16 00:00:00,No Frills,"PUREX 4.08-4.43 L or SUNLIGHT 4 L LIQUID LAUNDRY DETERGENT, SNUGGLE FABRIC SOFTENER 2.77 L or DRYER SHEETS 200' s",13.0,,2026-04-16,2026-04-23,each,2.93,$/L,Laundry Detergent,Household & Personal,
2026-04-16 00:00:00,No Frills,"BASSE NUTS, 415-600 g",5.5,,2026-04-16,2026-04-23,each,9.17,$/kg,Nuts,Snacks,
2026-04-16 00:00:00,No Frills,"PILLERS SLICED DELI MEAT, 150/200 g",4.5,,2026-04-16,2026-04-23,each,22.5,$/kg,Deli Meat (Sliced),Other,
2026-04-16 00:00:00,No Frills,"DAIRYLAND SOUR CREAM, 500 mL",3.5,,2026-04-16,2026-04-23,each,7.0,$/L,Sour Cream,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,"SAPUTO MOZZARELLISSIMA, 500 g",6.5,,2026-04-16,2026-04-23,each,13.0,$/kg,Mozzarellissima,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,"MOTT'S PARTY PAK CLAMATO COCKTAIL, 2.54 L",5.0,,2026-04-16,2026-04-23,each,1.97,$/L,Clamato Cocktail,Beverages,
2026-04-16 00:00:00,No Frills,CENTRUM MULTIVITAMIN 90' s or VOLTAREN PAIN RELIEF PRODUCTS 100-150 g,16.0,,2026-04-16,2026-04-23,each,106.67,$/kg,Multivitamin,Household & Personal,
2026-04-16 00:00:00,No Frills,"LACTANTIA ULTRAPUR MILK, 1.5 L",6.0,,2026-04-16,2026-04-23,each,4.0,$/L,Milk,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,"GOLDFISH CRACKERS, 156-227 g",2.5,,2026-04-16,2026-04-23,each,11.01,$/kg,Goldfish Crackers,Snacks,
2026-04-16 00:00:00,No Frills,"PALMOLIVE DISHWASHING LIQUID, 4.27 L",9.0,,2026-04-16,2026-04-23,each,2.11,$/L,Dishwashing Liquid,Household & Personal,
2026-04-16 00:00:00,No Frills,"CARNABY SWEET GUMMIES, 125 G",1.39,,2026-04-16,2026-04-23,each,11.12,$/kg,Sweet Gummies,Snacks,
2026-04-16 00:00:00,No Frills,"NO NAME® CHICKEN STRIPS, NUGGETS or BURGERS, 908 g",6.0,,2026-04-16,2026-04-23,each,6.61,$/kg,Chicken Strips,Poultry,
2026-04-16 00:00:00,No Frills,"PC® WATER CRACKERS, 125 g",3.0,,2026-04-16,2026-04-23,each,24.0,$/kg,Water Crackers,Snacks,
2026-04-16 00:00:00,No Frills,"GUSTA VEGAN SAUSAGE, 350 g",7.0,,2026-04-16,2026-04-23,each,20.0,$/kg,Vegan Sausage,Other,
2026-04-16 00:00:00,No Frills,YOPLAIT TUBES 8'S OR MINIGO 6'S YOGURT,2.5,,2026-04-16,2026-04-23,each,0.31,$/each,Yogurt Tubes,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,"ROYALE TIGER TOWEL, 2/3 = 6 rolls",6.99,,2026-04-16,2026-04-23,each,,,Tiger Towel,Household & Personal,
2026-04-16 00:00:00,No Frills,"TRU EARTH LAUNDRY DETERGENT ECO-STRIPS, 32' s or SCENT BOOSTERS, 200 g",11.0,,2026-04-16,2026-04-23,each,55.0,$/kg,Laundry Detergent Eco-Strips,Household & Personal,
2026-04-16 00:00:00,No Frills,"LEAN GROUND PORK, 450 g",4.0,,2026-04-16,2026-04-23,each,8.89,$/kg,Ground Pork (Lean),Pork,
2026-04-16 00:00:00,No Frills,"MARCANGELO SLICED DELI MEAT, 85 g",5.0,,2026-04-16,2026-04-23,each,58.82,$/kg,Deli Meat (Sliced),Other,
2026-04-16 00:00:00,No Frills,"CAMPBELL'S CHUNKY SOUP, 515 mL",2.25,,2026-04-16,2026-04-23,each,4.37,$/L,Chunky Soup,Pantry,
2026-04-16 00:00:00,No Frills,"NESTLÉ CHOCOLATE BARS, 95-105 g",2.75,,2026-04-16,2026-04-23,each,26.19,$/kg,Chocolate Bars,Snacks,
2026-04-16 00:00:00,No Frills,"BONNE MAMAN JAM, 250 mL",5.0,,2026-04-16,2026-04-23,each,20.0,$/L,Jam,Pantry,
2026-04-16 00:00:00,No Frills,"KENDAMIL WHOLE MILK TODDLER FORMULA, 800 g",34.99,,2026-04-16,2026-04-23,each,43.74,$/kg,Toddler Formula,Household & Personal,
2026-04-16 00:00:00,No Frills,"GERBER BASE SNACKS OR ENTRÉES, 42-192 G",2.5,,2026-04-16,2026-04-23,each,13.02,$/kg,Baby Snacks,Baby,
2026-04-16 00:00:00,No Frills,"SIMPLY or BABY GOURMET CRUNCHERS or PUFFIES SNACKS, 32 g",2.5,,2026-04-16,2026-04-23,each,78.12,$/kg,Baby Snacks,Baby,
2026-04-16 00:00:00,No Frills,"SOFTSOAP LIQUID HAND SOAP REFILL, 1.47 L",6.5,,2026-04-16,2026-04-23,each,4.42,$/L,Liquid Hand Soap Refill,Household & Personal,
2026-04-16 00:00:00,No Frills,"CREST GUM TOOTHPASTE 63-90 ML, OR SCOPE MOUTHWASH 1 L",5.0,,2026-04-16,2026-04-23,each,5.0,$/L,Gum Toothpaste,Household & Personal,
2026-04-16 00:00:00,No Frills,"PC® ORGANICS PEANUT BUTTER, 500 g",5.0,,2026-04-16,2026-04-23,each,10.0,$/kg,Peanut Butter (Organic),Pantry,
2026-04-16 00:00:00,No Frills,"NESTEA ICED TEA, 12x341 mL",7.0,,2026-04-16,2026-04-23,each,1.71,$/L,Iced Tea,Beverages,
2026-04-16 00:00:00,No Frills,"QUALITY BROWN SUGAR, 4.5 kg",9.99,,2026-04-16,2026-04-23,each,2.22,$/kg,Brown Sugar,Pantry,
2026-04-16 00:00:00,No Frills,"PRAN SAMOSA or SPRING ROLL, 400 g",2.99,,2026-04-16,2026-04-23,each,7.48,$/kg,Samosa,Frozen,
2026-04-16 00:00:00,No Frills,GREEN SEEDLESS GRAPES or RED SEEDLESS GRAPES,3.99,,2026-04-16,2026-04-23,each,,,Grapes (Seedless),Produce,
2026-04-16 00:00:00,No Frills,"QUAKER CRISPY MINIS, 100-199 g",3.0,,2026-04-16,2026-04-23,each,15.08,$/kg,Crispy Minis,Snacks,
2026-04-16 00:00:00,No Frills,METHI LEAF,1.49,,2026-04-16,2026-04-23,each,,,Methi Leaf,Produce,
2026-04-16 00:00:00,No Frills,"MR. BROWN ICED COFFEE, 240 mL",0.99,,2026-04-16,2026-04-23,each,4.12,$/L,Iced Coffee,Beverages,
2026-04-16 00:00:00,No Frills,"GOGO SQUEEZ FRUIT SAUCE POUCHES, 4x90 g",3.0,,2026-04-16,2026-04-23,each,8.33,$/kg,Fruit Sauce Pouches,Snacks,
2026-04-16 00:00:00,No Frills,"WINDEX GLASS CLEANER 765 ML, SCRUBBING BUBBLES 946/950 ML OR FANTASTIK 650 ML",4.5,,2026-04-16,2026-04-23,each,5.88,$/L,Glass Cleaner,Household & Personal,
2026-04-16 00:00:00,No Frills,"LITTLE BELLIES ORGANIC PICK-ME-STICKS, 16 g",2.49,,2026-04-16,2026-04-23,each,155.62,$/kg,Organic Pick-Me-Sticks,Baby,
2026-04-16 00:00:00,No Frills,"EARTH'S OWN OAT CREAMER, 946 mL",6.5,,2026-04-16,2026-04-23,each,6.87,$/L,Oat Creamer,Beverages,
2026-04-16 00:00:00,No Frills,PORK BELLY PORTION,5.48,,2026-04-16,2026-04-23,each,,,Pork Belly,Pork,
2026-04-16 00:00:00,No Frills,"PATTY KING JAMAICAN STYLE BEEF PATTIES, 1.17 kg",8.99,,2026-04-16,2026-04-23,each,7.68,$/kg,Beef Patties (Jamaican Style),Beef,
2026-04-16 00:00:00,No Frills,"ROOSTER® JASMINE RICE or THAI SWEET RICE, 2 kg",4.49,,2026-04-16,2026-04-23,each,2.25,$/kg,Jasmine Rice,Pantry,
2026-04-16 00:00:00,No Frills,"SHAOMEI DESSERT BAR, 280 mL",7.99,,2026-04-16,2026-04-23,each,28.54,$/L,Dessert Bar,Frozen,
2026-04-16 00:00:00,No Frills,"FRITO LAY'S SPECIALTY FLAVOURED CHIPS, 200 g",3.49,,2026-04-16,2026-04-23,each,17.45,$/kg,Flavoured Chips,Snacks,
2026-04-16 00:00:00,No Frills,INDIAN EGGPLANT or KARELA,2.99,,2026-04-16,2026-04-23,each,,,Eggplant (Indian),Produce,
2026-04-16 00:00:00,No Frills,"NONGSHIM NOODLES, 4's",4.99,,2026-04-16,2026-04-23,each,1.25,$/each,Noodles,Pantry,
2026-04-16 00:00:00,No Frills,"SCHNEIDERS LUNCHMATE LUNCH KITS or STACKERS, 75-120 g",3.0,,2026-04-16,2026-04-23,each,25.0,$/kg,Lunch Kits,Other,
2026-04-16 00:00:00,No Frills,"SEAQUEST® FISH FILLETS, 400 G",7.0,,2026-04-16,2026-04-23,each,17.5,$/kg,Fish Fillets,Seafood,
2026-04-16 00:00:00,No Frills,"CLUB HOUSE BLENDS OR LA GRILLE SEASONING, 111-248 G",5.0,,2026-04-16,2026-04-23,each,20.16,$/kg,Seasoning,Pantry,
2026-04-16 00:00:00,No Frills,BEN & JERRY'S ICE CREAM 473 mL or MAGNUM NOVELTIES 3' s,5.0,,2026-04-16,2026-04-23,each,10.57,$/L,Ice Cream,Frozen,
2026-04-16 00:00:00,No Frills,"LIFE BRAND® MOUTHWASH, 1 L",4.0,,2026-04-16,2026-04-23,each,4.0,$/L,Mouthwash,Household & Personal,
2026-04-16 00:00:00,No Frills,"PEPSI or COCA-COLA SOFT DRINKS, 6x710 mL",4.25,,2026-04-16,2026-04-23,each,1.0,$/L,Soft Drinks,Beverages,
2026-04-16 00:00:00,No Frills,"PC® or PC® BLUE MENU® SPARKLING WATER, 12x355 mL",5.75,,2026-04-16,2026-04-23,each,1.35,$/L,Sparkling Water,Beverages,
2026-04-16 00:00:00,No Frills,"NO NAME® GRAVY MIX, 25 g",1.0,,2026-04-16,2026-04-23,each,40.0,$/kg,Gravy Mix,Pantry,
2026-04-16 00:00:00,No Frills,GUAVA,3.99,,2026-04-16,2026-04-23,each,,,Guava,Produce,
2026-04-16 00:00:00,No Frills,OKRA,3.99,,2026-04-16,2026-04-23,each,,,Okra,Produce,
2026-04-16 00:00:00,No Frills,"GOLDEN HAPPINESS BUNS, 100 g",1.0,,2026-04-16,2026-04-23,each,10.0,$/kg,Buns,Bakery,
2026-04-16 00:00:00,No Frills,"NIVEA HAND or BODY LOTION, 200-625 mL",8.0,,2026-04-16,2026-04-23,each,12.8,$/L,Hand Lotion,Household & Personal,
2026-04-16 00:00:00,No Frills,"KRAFT CHEEZ WHIZ, 900 g",6.99,,2026-04-16,2026-04-23,each,7.77,$/kg,Cheez Whiz,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,"TIDE LIQUID LAUNDRY DETERGENT 1.62/1.86 L or PODS 18/31' s, DOWNY FABRIC SOFTENER 1.66/2.63 L, DOWNY or GAIN SCENT BOOSTERS 379 g or BOUNCE DRYER SHEETS 120/200' s",11.0,,2026-04-16,2026-04-23,each,29.02,$/kg,Laundry Detergent,Household & Personal,
2026-04-16 00:00:00,No Frills,"CHUB MACKEREL, 1 kg",8.0,,2026-04-16,2026-04-23,each,8.0,$/kg,Mackerel,Seafood,
2026-04-16 00:00:00,No Frills,"MELONA FROZEN DESSERT BARS, 560 mL",5.99,,2026-04-16,2026-04-23,each,10.7,$/L,Frozen Dessert Bars,Frozen,
2026-04-16 00:00:00,No Frills,MINI SEEDLESS WATERMELON,5.99,,2026-04-16,2026-04-23,each,,,Watermelon,Produce,
2026-04-16 00:00:00,No Frills,"DELI WORLD LIGHT RYE BREAD, 500 g",2.5,,2026-04-16,2026-04-23,each,5.0,$/kg,Rye Bread,Bakery,
2026-04-16 00:00:00,No Frills,"ROTEL or AYLMER ACCENTS TOMATOES, 284/540 mL",2.0,,2026-04-16,2026-04-23,each,3.7,$/L,Tomatoes,Pantry,
2026-04-16 00:00:00,No Frills,"LACTANTIA or DAIRYLAND CREAM, 473 mL - 1 L",3.5,,2026-04-16,2026-04-23,each,3.5,$/L,Cream,Dairy & Eggs,
2026-04-16 00:00:00,No Frills,"TETLEY ORANGE PEKOE TEA, 216' s",10.0,,2026-04-16,2026-04-23,each,,,Orange Pekoe Tea,Beverages,
2026-04-16 00:00:00,No Frills,"SCHNEIDERS BREAKFAST SANDWICH or EGG BITES, 204-288 g",6.5,,2026-04-16,2026-04-23,each,22.57,$/kg,Breakfast Sandwich,Frozen,
2026-04-16 00:00:00,No Frills,"MAXWELL HOUSE OR NABOB TASSIMO COFFEE DISCS, 8-16' s",7.99,,2026-04-16,2026-04-23,each,,,Coffee Discs,Beverages,
2026-04-16 00:00:00,No Frills,TWIZZLERS CANDY PACK 311-454 g or JOLLY RANCHER ROPE 283 g,2.5,,2026-04-16,2026-04-23,each,5.51,$/kg,Candy,Snacks,
2026-04-16 00:00:00,No Frills,RED MANGOES,1.99,,2026-04-16,2026-04-23,each,,,Mangoes,Produce,
2026-04-16 00:00:00,No Frills,MCCAFE K-CUPS 10/12' s or GROUND COFFEE 300/340 g,12.99,,2026-04-16,2026-04-23,each,38.21,$/kg,Ground Coffee,Beverages,
2026-04-16 00:00:00,No Frills,SKITTLES POUCH 255-320 g or EXCEL GUM BOTTLE 88 g,3.5,,2026-04-16,2026-04-23,each,10.94,$/kg,Candy,Snacks,
2026-04-16 00:00:00,No Frills,"NO NAME® SAUCE, 398 mL",1.25,,2026-04-16,2026-04-23,each,3.14,$/L,Sauce,Pantry,
2026-04-16 00:00:00,Real Canadian Superstore,"FRISKIES CAT FOOD, 32' S",25.96,,2026-04-16,2026-04-23,each,,,Cat Food,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,"OLAY SUPER SERUM BODY WASH, 591 ML",14.0,,2026-04-16,2026-04-23,each,23.69,$/L,Super Serum Body Wash,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,"HANDI BEEF SAMOSAS, 300 G",6.99,,2026-04-16,2026-04-23,each,23.3,$/kg,Beef Samosas,Other,
2026-04-16 00:00:00,Real Canadian Superstore,REVLON SUPER LUSTROUS LIPSTICK,10.0,,2026-04-16,2026-04-23,each,,,Super Lustrous Lipstick,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,"ORAJEL TOOTHPASTE, ANTISEPTIC RINSE OR BABY TOOTH AND GUM CLEANSER",4.47,,2026-04-16,2026-04-23,each,,,Toothpaste,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,"NINJAMAS OR HUGGIES GOODNITES NIGHTTIME UNDERWEAR, 28-44'S",27.0,,2026-04-16,2026-04-23,each,0.61,$/each,Goodnites Nighttime Underwear,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,"SEAQUEST® BAY SCALLOPS 100-150/LB, 400 G OR VIVASEA GREENSHELL MUSSELS, 500 G",7.0,,2026-04-16,2026-04-23,each,17.5,$/kg,Bay Scallops,Seafood,
2026-04-16 00:00:00,Real Canadian Superstore,VILEDA H2PRO FLAT MOP SYSTEM,54.97,,2026-04-16,2026-04-23,each,,,H2PRO Flat Mop System,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,"LIBERTÉ GREEK YOGURT, 650/750 G",6.97,,2026-04-16,2026-04-23,each,9.29,$/kg,Greek Yogurt,Dairy & Eggs,
2026-04-16 00:00:00,Real Canadian Superstore,PC® COOKWARE & COOKWARE SETS,17.0,,2026-04-16,2026-04-23,each,,,Cookware,Other,
2026-04-16 00:00:00,Real Canadian Superstore,"TEA INDIA TEA, 681 G",8.0,,2026-04-16,2026-04-23,each,11.75,$/kg,Tea,Beverages,
2026-04-16 00:00:00,Real Canadian Superstore,"BROCCOLI CROWNS, 4.39/KG",1.99,,2026-04-16,2026-04-23,each,,,Broccoli Crowns,Produce,
2026-04-16 00:00:00,Real Canadian Superstore,MEDELA OR LANSINOH FEEDING & NURSING ACCESORIES,9.49,,2026-04-16,2026-04-23,each,,,Feeding & Nursing Accesories,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,"OLAY SERUMS, REGENERIST MOISTURIZERS OR FACIAL CLEANSERS",11.59,,2026-04-16,2026-04-23,each,,,Serums,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,"HUGGIES PULL-UPS OR PAMPERS EASY UPS GIANT PACK TRAINING PANT, 68-112'S",37.0,,2026-04-16,2026-04-23,each,0.33,$/each,Pull-Ups Training Pant,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,NEW ZEALAND SHORT CUT LAMB LEG,9.99,,2026-04-16,2026-04-23,each,,,Lamb Leg (Short Cut),Lamb,
2026-04-16 00:00:00,Real Canadian Superstore,"PC® BLUE MENU® BEANS, PEAS, LENTILS OR SOUP MIX, 900 G",3.5,,2026-04-16,2026-04-23,each,3.89,$/kg,Beans,Pantry,
2026-04-16 00:00:00,Real Canadian Superstore,"NATURE'S RECIPE DRY DOG FOOD, 5.4 KG",23.99,,2026-04-16,2026-04-23,each,4.44,$/kg,Dry Dog Food,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,EVERYDAY ESSENTIALS™ OR PC® GRILL COVERS,29.0,,2026-04-16,2026-04-23,each,,,Grill Covers,Other,
2026-04-16 00:00:00,Real Canadian Superstore,"ARM & HAMMER TOOTHPASTE, 120 ML",2.79,,2026-04-16,2026-04-23,each,23.25,$/L,Toothpaste,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,"POST FAMILY SIZE CEREAL, 525-650 G",4.99,,2026-04-16,2026-04-23,each,7.68,$/kg,Cereal,Pantry,
2026-04-16 00:00:00,Real Canadian Superstore,"L' ORÉAL PREFERENCE, FERIA OR OLIA HAIR COLOUR",12.0,,2026-04-16,2026-04-23,each,,,Preference Hair Colour,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,"ZIPLOC STORAGE BAGS, 10-100' S",4.47,,2026-04-16,2026-04-23,each,,,Storage Bags,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,"PRINGLES SUPER STACK POTATO CHIPS, 148/156 G",2.47,,2026-04-16,2026-04-23,each,15.83,$/kg,Potato Chips,Snacks,
2026-04-16 00:00:00,Real Canadian Superstore,"FARMER'S MARKET™ PANSY BOWL, 10 INCH",15.0,,2026-04-16,2026-04-23,each,,,Pansy Bowl,Floral,
2026-04-16 00:00:00,Real Canadian Superstore,TIDY CATS CAT LITTER,27.0,,2026-04-16,2026-04-23,each,,,Cat Litter,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,SUFRA® HALAL WHOLE CHICKEN,16.0,,2026-04-16,2026-04-23,each,,,"Chicken (Halal, Whole)",Poultry,
2026-04-16 00:00:00,Real Canadian Superstore,PAMPERS® SWADDLERS™ 360˚ DIAPERS,35.0,,2026-04-16,2026-04-23,each,,,Diapers,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,LIFE BRAND® ALLERGY RELIEF PRODUCTS,12.0,,2026-04-16,2026-04-23,each,,,Allergy Relief Products,Household & Personal,
2026-04-16 00:00:00,Real Canadian Superstore,AYLMER ACCENTS 540 ML OR ROTEL TOMATOES 284 ML,2.29,,2026-04-16,2026-04-23,each,4.24,$/L,Tomatoes,Pantry,
2026-04-16 00:00:00,Real Canadian Superstore,"PC® BLUE MENU® GROUND CHICKEN OR TURKEY, 454 G",8.0,,2026-04-16,2026-04-23,each,17.62,$/kg,Ground Chicken,Poultry,
2026-04-16 00:00:00,Real Canadian Superstore,BULL'S-EYE BBQ SAUCE 425 ML OR DIANA SAUCE 500 ML,3.49,,2026-04-16,2026-04-23,each,8.21,$/L,BBQ Sauce,Pantry,
2026-04-16 00:00:00,Real Canadian Superstore,LARGE DRAGON FRUIT,3.67,,2026-04-16,2026-04-23,each,,,Dragon Fruit,Produce,
2026-04-16 00:00:00,Real Canadian Superstore,"PATAK'S COOKING SAUCE, 400 ML",3.99,,2026-04-16,2026-04-23,each,9.97,$/L,Cooking Sauce,Pantry,
2026-04-16 00:00:00,Real Canadian Superstore,"STARBUCKS NESPRESSO VERTUO COFFEE CAPSULES, 68-100 G",12.99,,2026-04-16,2026-04-23,each,129.9,$/kg,Coffee Capsules,Beverages,
